CustomerID,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,CompanyName,SalesPerson,EmailAddress,Phone,PasswordHash,PasswordSalt,rowguid,ModifiedDate
990,,,,,,,,,,560-187-6279,,,,2021-09-11
991,,,,,,,,,,599-771-8633,,,,2020-10-10
992,,,,,,,,,,268-353-9236,,,,2022-03-01
993,,,,,,,,,,800-815-3493,,,,2021-05-10
994,,,,,,,,,,841-568-1603,,,,2024-05-06
995,,,,,,,,,,962-574-6158,,,,2025-09-23
996,,,,,,,,,,897-575-6308,,,,2020-01-16
997,,,,,,,,,,130-257-9894,,,,2022-12-19
998,,,,,,,,,,529-543-5660,,,,2024-05-08
999,,,,,,,,,,129-899-3933,,,,2022-06-15
1000,,,,,,,,,,661-739-8234,,,,2022-12-31
